Title,Source,Time,Link,Keywords
"Average rents in Canada soar above $2K for first time ever, new data suggests",CBC.ca,2023-01-24,https://news.google.com/articles/CBMiRGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL3JlbnRhbC1jb3N0cy1jYW5hZGEtMS42Njg1NjAy0gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY2ODU2MDI?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Ottawa to top up Canada Housing Benefit rent support by $99M: Freeland,Global News,2024-02-06,https://news.google.com/articles/CBMiQmh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMjc1NDg3L2NhbmFkYS1ob3VzaW5nLWJlbmVmaXQtdG9wLXVwL9IBRmh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMjc1NDg3L2NhbmFkYS1ob3VzaW5nLWJlbmVmaXQtdG9wLXVwL2FtcC8?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Rent control: What tenants should know as rental prices surge across Canada,Global News,2023-01-28,https://news.google.com/articles/CBMiRmh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzk0Mzg3OTYvcmVudC1pbmNyZWFzZS10ZW5hbnQtcmlnaHRzLWNhbmFkYS_SAUpodHRwczovL2dsb2JhbG5ld3MuY2EvbmV3cy85NDM4Nzk2L3JlbnQtaW5jcmVhc2UtdGVuYW50LXJpZ2h0cy1jYW5hZGEvYW1wLw?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
How rent control can help tenants — or not,CBC.ca,2023-07-19,https://news.google.com/articles/CBMiRmh0dHBzOi8vd3d3LmNiYy5jYS9yYWRpby9jb3N0b2ZsaXZpbmcvcmVudC1jb250cm9sLWV4cGxhaW5lci0xLjY5MDk4NjHSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjkwOTg2MQ?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
What are rent strikes — and do they work?,CBC.ca,2023-06-05,https://news.google.com/articles/CBMiTGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9yZW50LXN0cmlrZS10ZW5hbnQtZXhwbGFpbmVyLWNhbmFkYS0xLjY4NjUzMjfSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjg2NTMyNw?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Calgary rents increasing faster than anywhere else in Canada, report says",Calgary Herald,2023-08-11,https://news.google.com/articles/CBMiUmh0dHBzOi8vY2FsZ2FyeWhlcmFsZC5jb20vbmV3cy9sb2NhbC1uZXdzL2NhbGdhcnktcmVudC1pbmNyZWFzZXMtZmFzdGVzdC1pbi1jYW5hZGHSAYABaHR0cHM6Ly9jYWxnYXJ5aGVyYWxkLmNvbS9uZXdzL2xvY2FsLW5ld3MvY2FsZ2FyeS1yZW50LWluY3JlYXNlcy1mYXN0ZXN0LWluLWNhbmFkYS93Y20vNGU2YjBmNTUtZjMzMS00MzJkLTk1NDUtYzkyNjZiZjZlNzk1L2FtcC8?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Canada’s rental vacancy is lowest in decades as supply lags demand,Global News,2024-01-31,https://news.google.com/articles/CBMiTmh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMjYzMzA3L3JlbnRhbC1tYXJrZXQtMjAyMy1yZW50LWluY3JlYXNlLXR1cm5vdmVyL9IBUmh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMjYzMzA3L3JlbnRhbC1tYXJrZXQtMjAyMy1yZW50LWluY3JlYXNlLXR1cm5vdmVyL2FtcC8?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Canada's 'unhinged' housing: 25 students living in basement, room for rent with bed in kitchen",National Post,2024-02-29,https://news.google.com/articles/CBMiO2h0dHBzOi8vbmF0aW9uYWxwb3N0LmNvbS9uZXdzL2NhbmFkYS9jYW5hZGlhbi1yZW50YWwtbWFya2V00gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Edmonton rent increases highest among Canada’s biggest cities: report,Global News,2024-02-16,https://news.google.com/articles/CBMib2h0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMzAwMTAyL3JlbnRzLWluLWVkbW9udG9uLXNlZS1oaWdoZXN0LWluY3JlYXNlLWFtb25nLWNhbmFkYXMtYmlnZ2VzdC1jaXRpZXMtcmVwb3J0L9IBc2h0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMzAwMTAyL3JlbnRzLWluLWVkbW9udG9uLXNlZS1oaWdoZXN0LWluY3JlYXNlLWFtb25nLWNhbmFkYXMtYmlnZ2VzdC1jaXRpZXMtcmVwb3J0L2FtcC8?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Rent increased more than 18% last year for new tenants, new numbers show",CBC News,2023-01-26,https://news.google.com/articles/CBMiO2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2NtaGMtcmVudC1yZXBvcnQtMS42NzI2NzY00gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY3MjY3NjQ?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Rent is going up. Here's what Ontario's main parties say they'll do about it,CBC.ca,2022-05-27,https://news.google.com/articles/CBMiVWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL29udGFyaW8tZWxlY3Rpb24tcGFydHktcHJvbWlzZXMtcmVudC0xLjY0NTI4NzXSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjQ1Mjg3NQ?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Victoria third most expensive city to rent in Canada,Times Colonist,2024-02-01,https://news.google.com/articles/CBMiZWh0dHBzOi8vd3d3LnRpbWVzY29sb25pc3QuY29tL2xvY2FsLW5ld3MvdmljdG9yaWEtdGhpcmQtbW9zdC1leHBlbnNpdmUtY2l0eS10by1yZW50LWluLWNhbmFkYS04MTkzMDY20gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Why is rent going up faster in Brampton?,CP24,2023-09-23,https://news.google.com/articles/CBMiigFodHRwczovL3d3dy5jcDI0LmNvbS9uZXdzL3doeS1pcy1icmFtcHRvbi1yZW50LXN1cmdpbmctMy10aW1lcy1mYXN0ZXItdGhhbi1ldmVyeS1vdGhlci1jaXR5LWluLWNhbmFkYS0xLjY1NzQ4OTE_Y2FjaGU9d3B3ZWNtb3VhJTJGNy42NTY1NTbSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Rent is going up faster in Brampton than any other Canadian city, data shows",CBC.ca,2023-09-19,https://news.google.com/articles/CBMifGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL3JlbnQtaXMtZ29pbmctdXAtZmFzdGVyLWluLWJyYW1wdG9uLXRoYW4tYW55LW90aGVyLWNhbmFkaWFuLWNpdHktZGF0YS1zaG93cy0xLjY5NzAzMjPSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjk3MDMyMw?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Average rent in Canada is the highest it's ever been,CBC.ca,2023-11-03,https://news.google.com/articles/CBMiKGh0dHBzOi8vd3d3LmNiYy5jYS9wbGF5ZXIvcGxheS8xLjcwMTgyMjfSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Rent prices soared in 2023 as Canada saw lowest vacancy rate on record,CBC News,2024-01-31,https://news.google.com/articles/CBMiQ2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL3JlbnQtcHJpY2VzLXJvc2UtaW4tMjAyMy0xLjcxMDA1NzHSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNzEwMDU3MQ?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
New Aviva Canada partnership targets rent deposits,Canadian Underwriter,2023-10-05,https://news.google.com/articles/CBMiamh0dHBzOi8vd3d3LmNhbmFkaWFudW5kZXJ3cml0ZXIuY2EvcHJvZHVjdHMvbmV3LWF2aXZhLWNhbmFkYS1wYXJ0bmVyc2hpcC10YXJnZXRzLXJlbnQtZGVwb3NpdHMtMTAwNDIzODgyOC_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Student visa cap will ‘take a bit of pressure off’ rent prices: BoC’s Macklem,Global News,2024-01-26,https://news.google.com/articles/CBMiTmh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMjUzMjgzL3N0dWRlbnQtdmlzYS1jYXAtYmFuay1jYW5hZGEtdGlmZi1tYWNrbGVtL9IBUmh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMjUzMjgzL3N0dWRlbnQtdmlzYS1jYXAtYmFuay1jYW5hZGEtdGlmZi1tYWNrbGVtL2FtcC8?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Vancouver leads the way as Canadian rent prices hit new high for 6th month in a row: report,CBC.ca,2023-11-13,https://news.google.com/articles/CBMiVWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9icml0aXNoLWNvbHVtYmlhL3JlbnRhbC1wcmljZXMtY2FuYWRhLXJlcG9ydC0xLjcwMjcyOTbSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNzAyNzI5Ng?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Not just Toronto: Are these cities seeing ‘unsustainable’ rent spikes, too?",Global News,2024-03-12,https://news.google.com/articles/CBMiTmh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMzU0NzY0L2NhbmFkaWFuLWNpdGllcy11bnN1c3RhaW5hYmxlLXJlbnQtc3Bpa2VzL9IBUmh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMzU0NzY0L2NhbmFkaWFuLWNpdGllcy11bnN1c3RhaW5hYmxlLXJlbnQtc3Bpa2VzL2FtcC8?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Why Canada is losing affordable rental housing faster than it's being built,CBC.ca,2022-03-10,https://news.google.com/articles/CBMiTmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9maW5hbmNpYWxpemF0aW9uLWFuZC1jYW5hZGlhbi1yZW50ZXJzLTEuNjM3ODI1N9IBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS42Mzc4MjU3?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Landlords Are One of the Leading Causes of Canada's Rent Crisis,Jacobin magazine,2023-05-11,https://news.google.com/articles/CBMiTGh0dHBzOi8vamFjb2Jpbi5jb20vMjAyMy8wNS9sYW5kbG9yZHMtY2FuYWRhLWhvdXNpbmctcmVudC1jcmlzaXMtcmVhbC1lc3RhdGXSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Why rent is so expensive in 3 Canadian cities (that aren't Toronto or Vancouver),CBC News,2023-02-08,https://news.google.com/articles/CBMiQmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2hpZ2gtcmVudC1jYW5hZGEtY2l0aWVzLTEuNjczODk2NtIBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS42NzM4OTY2?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Ontario Caps 2023 Rent Increase Guideline Below Inflation at 2.5 Per Cent | Ontario Newsroom,Government of Ontario News,2022-06-29,https://news.google.com/articles/CBMic2h0dHBzOi8vbmV3cy5vbnRhcmlvLmNhL2VuL3JlbGVhc2UvMTAwMjE2Ny9vbnRhcmlvLWNhcHMtMjAyMy1yZW50LWluY3JlYXNlLWd1aWRlbGluZS1iZWxvdy1pbmZsYXRpb24tYXQtMjUtcGVyLWNlbnTSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Average rent in Canada up from pandemic lows,CTV News,2023-06-06,https://news.google.com/articles/CBMibWh0dHBzOi8vd3d3LmN0dm5ld3MuY2EvYnVzaW5lc3MvcmVudC1hY3Jvc3MtY2FuYWRhLWNsaW1icy10by0yMC1wZXItY2VudC1hYm92ZS1wYW5kZW1pYy1sb3dzLXJlcG9ydC0xLjY0Mjk0OTbSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
B.C. rent affordability an increasing problem as Canada’s national vacancy rate declines,Global News,2024-01-31,https://news.google.com/articles/CBMiWWh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMjY0NTMyL2JjLXJlbnQtYWZmb3JkYWJpbGl0eS1uYXRpb25hbC12YWNhbmN5LXJhdGUtZGVjbGluZXMv0gFdaHR0cHM6Ly9nbG9iYWxuZXdzLmNhL25ld3MvMTAyNjQ1MzIvYmMtcmVudC1hZmZvcmRhYmlsaXR5LW5hdGlvbmFsLXZhY2FuY3ktcmF0ZS1kZWNsaW5lcy9hbXAv?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Minimum wage couldn't land you a 1-bedroom unit years ago. Now, it's even worse. Here's why",CBC.ca,2023-07-20,https://news.google.com/articles/CBMiT2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9taW5pbXVtLXdhZ2VzLXJlbnRhbC13YWdlcy0yMDIzLXJlcG9ydC0xLjY5MDg3ODHSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjkwODc4MQ?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Canada is buying into the rent-to-own concept. Here's how it works,CBC.ca,2022-09-05,https://news.google.com/articles/CBMic2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9yZW50LXRvLW93bi1ob3VzaW5nLWFmZm9yZGFiaWxpdHktbW9ydGdhZ2UtZGV2ZWxvcGVyLWhvbWUtb3duZXJzaGlwLWNhbmFkYS0xLjY1NzA2NDLSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjU3MDY0Mg?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Airbnb not behind Canadian residential rent increases, study says",Times Colonist,2023-10-12,https://news.google.com/articles/CBMib2h0dHBzOi8vd3d3LnRpbWVzY29sb25pc3QuY29tL2J1c2luZXNzL2FpcmJuYi1ub3QtYmVoaW5kLWNhbmFkaWFuLXJlc2lkZW50aWFsLXJlbnQtaW5jcmVhc2VzLXN0dWR5LXNheXMtNzY2OTM5MdIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Is it cheaper to rent or buy a house with a monthly mortgage in Canada? Prices analyzed in 26 markets,CTV News,2024-02-07,https://news.google.com/articles/CBMijgFodHRwczovL3d3dy5jdHZuZXdzLmNhL2J1c2luZXNzL2lzLWl0LWNoZWFwZXItdG8tcmVudC1vci1idXktYS1ob3VzZS13aXRoLWEtbW9udGhseS1tb3J0Z2FnZS1pbi1jYW5hZGEtcHJpY2VzLWFuYWx5emVkLWluLTI2LW1hcmtldHMtMS42NzU5NzI00gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Rent hikes for Canadian forces personnel kick off April 1,CTV News Ottawa,2024-01-30,https://news.google.com/articles/CBMiXWh0dHBzOi8vb3R0YXdhLmN0dm5ld3MuY2EvY2FuYWRpYW4tZm9yY2VzLXBlcnNvbm5lbC10by1zZWUtcmVudC1oaWtlcy1hcy1vZi1hcHJpbC0xLTEuNjc0ODIyONIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Average rent went up another 11% in past year — and even getting a roommate doesn't help much,CBC News,2023-10-15,https://news.google.com/articles/CBMiSmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL3JlbnRhbHMtY2EtdXJiYW5hdGlvbi1zZXB0ZW1iZXItMS42OTk1NDM40gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY5OTU0Mzg?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Revenge of the Renter,Maclean's,2023-11-09,https://news.google.com/articles/CBMiMmh0dHBzOi8vbWFjbGVhbnMuY2EvbG9uZ2Zvcm1zL3JlbnQtc3RyaWtlcy1jYW5hZGEv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Renters are feeling the pinch nationwide. These 5 charts break it down,CBC.ca,2022-08-05,https://news.google.com/articles/CBMiPWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9yZW50YWwtcHJpY2VzLWNoYXJ0cy0xLjY1NDEyMDPSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjU0MTIwMw?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
It's nearly impossible to find a place to rent. But retirement homes have room to spare,CBC.ca,2024-03-10,https://news.google.com/articles/CBMiVWh0dHBzOi8vd3d3LmNiYy5jYS9yYWRpby9jb3N0b2ZsaXZpbmcvdmFjYW5jeS1yYXRlcy1oaWdoZXItcmV0aXJlbWVudC1ub3Rlcy0xLjcxMzQ0NDXSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNzEzNDQ0NQ?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Canada rental vacancy rate shrinks to lowest point since 1988,CTV News,2024-01-31,https://news.google.com/articles/CBMiVWh0dHBzOi8vd3d3LmN0dm5ld3MuY2EvY2FuYWRhL2hlcmUtcy13aHktcmVudGFsLXJhdGVzLWFyZS1zby1oaWdoLWluLWNhbmFkYS0xLjY3NDk3MDTSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Rent in Canada averaged $2,078 in July: report",CTV News,2023-08-29,https://news.google.com/articles/CBMigAFodHRwczovL3d3dy5jdHZuZXdzLmNhL2NhbmFkYS9jYW5hZGEtcy1sYW5kbG9yZHMtbm93LWFza2luZy1hLXJlY29yZC1icmVha2luZy1hdmVyYWdlLW9mLTItMDc4LXBlci1tb250aC1yZW50YWwtcmVwb3J0LTEuNjUzODgwN9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Feds propose Canadian Renters' Bill of Rights, credit for rental payments",CityNews Vancouver,2024-03-30,https://news.google.com/articles/CBMiTWh0dHBzOi8vdmFuY291dmVyLmNpdHluZXdzLmNhLzIwMjQvMDMvMjcvcG0tanVzdGluLXRydWRlYXUtdmFuY291dmVyLWhvdXNpbmcv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Average Canadian rent price hits new high for sixth consecutive month: report,CP24,2023-11-13,https://news.google.com/articles/CBMimAFodHRwczovL3d3dy5jcDI0LmNvbS9uZXdzL2F2ZXJhZ2UtY2FuYWRpYW4tcmVudC1wcmljZS1oaXRzLW5ldy1oaWdoLWZvci1zaXh0aC1jb25zZWN1dGl2ZS1tb250aC1yZXBvcnQtMS42NjQyOTM5P2NhY2hlPSUyRjcuMzYyMTY4JTJGNy4zNjIxNjglMkY3LjM2MTE4NNIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Even a year's worth of rent can't get recent immigrants into decent housing in Winnipeg, they say",CBC.ca,2022-08-02,https://news.google.com/articles/CBMiR2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9tYW5pdG9iYS9uZXctY2FuYWRpYW5zLWhvdXNpbmctMS42NTM0NzYw0gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY1MzQ3NjA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Ranking Canadian Cities By Rental Cost - Canada Immigration and Visa Information. Canadian Immigration Services and Free Online Evaluation.,Immigration.ca,2023-11-30,https://news.google.com/articles/CBMiQmh0dHBzOi8vd3d3LmltbWlncmF0aW9uLmNhL3JhbmtpbmctY2FuYWRpYW4tY2l0aWVzLWJ5LXJlbnRhbC1jb3N0L9IBRmh0dHBzOi8vd3d3LmltbWlncmF0aW9uLmNhL3JhbmtpbmctY2FuYWRpYW4tY2l0aWVzLWJ5LXJlbnRhbC1jb3N0L2FtcC8?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
The most (and least) expensive cities for renters in Canada,Canada Immigration News,2023-11-29,https://news.google.com/articles/CBMiZmh0dHBzOi8vd3d3LmNpY25ld3MuY29tLzIwMjMvMTEvdGhlLW1vc3QtYW5kLWxlYXN0LWV4cGVuc2l2ZS1jaXRpZXMtZm9yLXJlbnRlcnMtaW4tY2FuYWRhLTExNDE1MDMuaHRtbNIBamh0dHBzOi8vd3d3LmNpY25ld3MuY29tLzIwMjMvMTEvdGhlLW1vc3QtYW5kLWxlYXN0LWV4cGVuc2l2ZS1jaXRpZXMtZm9yLXJlbnRlcnMtaW4tY2FuYWRhLTExNDE1MDMuaHRtbC9hbXA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
North York tenants join hundreds of Torontonians striking against above-guideline rent increases,CBC.ca,2023-10-02,https://news.google.com/articles/CBMiU2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL2xhd3JlbmNlLWF2ZS10ZW5hbnQtc3RyaWtlLXRvcm9udG8tMS42OTg0MTgy0gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY5ODQxODI?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Halifax sees highest year-over-year rent increase for a Canadian city,CBC.ca,2023-01-30,https://news.google.com/articles/CBMiVmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9ub3ZhLXNjb3RpYS9oYWxpZmF4LXJlbnQtaW5jcmVhc2UtY21oYy1yZXBvcnQtMS42NzMwODU30gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY3MzA4NTc?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Canada's average rent hits record $2,117 in August: report",CTV News,2023-09-12,https://news.google.com/articles/CBMifGh0dHBzOi8vd3d3LmN0dm5ld3MuY2EvY2FuYWRhL2F2ZXJhZ2UtYXNraW5nLXJlbnRzLWluLWNhbmFkYS1yZWFjaGVkLWFub3RoZXItcmVjb3JkLWhpZ2gtb2YtMi0xMTctaW4tYXVndXN0LXJlcG9ydC0xLjY1NTkwMTHSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Rent-to-own: Buying a home in Canada as a newcomer,Arrive,2023-10-13,https://news.google.com/articles/CBMiT2h0dHBzOi8vYXJyaXZlaW4uY29tL2hvdXNpbmcvcmVudC10by1vd24tYnV5aW5nLWEtaG9tZS1pbi1jYW5hZGEtYXMtYS1uZXdjb21lci_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Rents in Nova Scotia are rising faster than any time since the 1970s,CBC.ca,2023-11-29,https://news.google.com/articles/CBMiT2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9ub3ZhLXNjb3RpYS9yZWNvcmQtaGlnaC1yZW50LWluZmxhdGlvbi0xLjcwNDIxMDnSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNzA0MjEwOQ?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Despite rent controls, P.E.I. rental costs growing faster than most provinces",CBC.ca,2023-11-24,https://news.google.com/articles/CBMiV2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9wcmluY2UtZWR3YXJkLWlzbGFuZC9wZWktcmVudGFsLWNvc3RzLWluY3JlYXNlLTEuNzAzOTQ3MdIBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS43MDM5NDcx?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Renting? You probably report lower quality of life than homeowners,CBC News,2024-02-20,https://news.google.com/articles/CBMiQmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL3JlbnRpbmctcXVhbGl0eS1vZi1saWZlLTEuNzExOTgwM9IBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS43MTE5ODAz?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Renting is growing twice as fast as home ownership, census reveals",CBC News,2022-09-21,https://news.google.com/articles/CBMiPmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2NlbnN1cy1ob3VzaW5nLWRhdGEtMS42NTg5ODQy0gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY1ODk4NDI?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Rent in New Brunswick surges another 9 per cent in past year,CBC.ca,2023-11-22,https://news.google.com/articles/CBMiYmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9uZXctYnJ1bnN3aWNrL3JlbnQtbmV3LWJydW5zd2ljay1zdXJnZXMtYW5vdGhlci05LXBlcmNlbnQtMS43MDM1NDYw0gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjcwMzU0NjA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Union calls for vacancy control amid new rent hikes,HRD Canada,2024-01-10,https://news.google.com/articles/CBMidmh0dHBzOi8vd3d3LmhjYW1hZy5jb20vY2Evc3BlY2lhbGl6YXRpb24vZmluYW5jaWFsLXdlbGxuZXNzL3VuaW9uLWNhbGxzLWZvci12YWNhbmN5LWNvbnRyb2wtYW1pZC1uZXctcmVudC1oaWtlcy80NzI0NDDSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Annual rent increases slowing across Canada, report says",CP24,2023-12-18,https://news.google.com/articles/CBMibmh0dHBzOi8vd3d3LmNwMjQuY29tL2FubnVhbC1yZW50LWluY3JlYXNlcy1zbG93aW5nLWFzLWF2ZXJhZ2UtYXNraW5nLXByaWNlLXJlYWNoZXMtMi0xNzQtaW4tbm92ZW1iZXItMS42NjkyMTMx0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Canada’s rental market facing ‘perfect storm’ as prices hit new high in July: report,Global News,2023-08-11,https://news.google.com/articles/CBMiRGh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzk4OTA5NzgvY2FuYWRhLXJlbnRhbC1tYXJrZXQtcHJpY2VzLWp1bHkv0gFIaHR0cHM6Ly9nbG9iYWxuZXdzLmNhL25ld3MvOTg5MDk3OC9jYW5hZGEtcmVudGFsLW1hcmtldC1wcmljZXMtanVseS9hbXAv?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
New federal funding targets rent and grocery prices,CTV News,2024-02-06,https://news.google.com/articles/CBMifWh0dHBzOi8vd3d3LmN0dm5ld3MuY2EvcG9saXRpY3Mvb3R0YXdhLWFubm91bmNlcy1uZXctZnVuZGluZy10by10YWNrbGUtcmVudC1hZmZvcmRhYmlsaXR5LWFuZC1yaXNpbmctZ3JvY2VyeS1wcmljZXMtMS42NzU3NjUx0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Ontario tenant hit with $350-a-month rent hike calls for more transparency in lease agreements,CBC.ca,2023-05-15,https://news.google.com/articles/CBMiSmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9oYW1pbHRvbi9uaWFnYXJhLXRlbmFudC1yZW50LWhpa2UtMS42ODQxMzUz0gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY4NDEzNTM?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
